id_inscription,id_etudiant,annee_universitaire,type,date_inscription,filiere,niveau,annee
3902,1753,2023-2024,Réinscrit,2022-05-17,Marketing,S4,2023-2024
3903,1753,2022-2023,Réinscrit,2021-10-02,Marketing,S5,2022-2023
3904,1754,2021-2022,Nouveau,2020-04-29,Marketing,S5,2021-2022
3905,1755,2020-2021,Nouveau,2021-02-22,Marketing,S3,2020-2021
3906,1755,2024-2025,Réinscrit,2022-09-25,Marketing,S6,2024-2025
3907,1755,2022-2023,Réinscrit,2022-02-08,Marketing,S6,2022-2023
3908,1756,2024-2025,Nouveau,2022-01-31,Génie Civil,S4,2024-2025
3909,1756,2023-2024,Réinscrit,2021-12-21,Génie Civil,S2,2023-2024
3910,1757,2021-2022,Nouveau,2021-12-11,Finance & Comptabilité,S4,2021-2022
3911,1757,2022-2023,Réinscrit,2021-03-22,Finance & Comptabilité,S1,2022-2023
3912,1758,2024-2025,Nouveau,2022-01-23,Droit des Affaires,S2,2024-2025
3913,1758,2024-2025,Réinscrit,2018-10-20,Droit des Affaires,S3,2024-2025
3914,1759,2024-2025,Nouveau,2024-06-17,Marketing,S4,2024-2025
3915,1759,2023-2024,Réinscrit,2020-07-29,Marketing,S3,2023-2024
3916,1759,2021-2022,Réinscrit,2024-04-14,Marketing,S3,2021-2022
3917,1760,2023-2024,Nouveau,2024-02-09,Génie Electrique,S6,2023-2024
3918,1760,2021-2022,Réinscrit,2024-07-22,Génie Electrique,S4,2021-2022
3919,1760,2021-2022,Réinscrit,2024-02-04,Génie Electrique,S4,2021-2022
3920,1761,2020-2021,Nouveau,2022-07-04,Génie Informatique,S2,2020-2021
3921,1762,2021-2022,Nouveau,2021-03-07,Génie Informatique,S2,2021-2022
3922,1762,2022-2023,Réinscrit,2020-01-03,Génie Informatique,S6,2022-2023
3923,1762,2021-2022,Réinscrit,2022-08-31,Génie Informatique,S4,2021-2022
3924,1763,2024-2025,Nouveau,2018-10-20,Génie Electrique,S6,2024-2025
3925,1763,2024-2025,Réinscrit,2021-03-24,Génie Electrique,S6,2024-2025
3926,1763,2021-2022,Réinscrit,2022-09-29,Génie Electrique,S6,2021-2022
3927,1763,2020-2021,Réinscrit,2023-02-19,Génie Electrique,S6,2020-2021
3928,1764,2022-2023,Nouveau,2024-05-10,Génie Electrique,S1,2022-2023
3929,1765,2024-2025,Nouveau,2024-08-30,Génie Electrique,S6,2024-2025
3930,1765,2024-2025,Réinscrit,2019-07-23,Génie Electrique,S1,2024-2025
3931,1765,2023-2024,Réinscrit,2024-07-12,Génie Electrique,S2,2023-2024
3932,1766,2022-2023,Nouveau,2020-09-18,Finance & Comptabilité,S6,2022-2023
3933,1766,2021-2022,Réinscrit,2021-03-24,Finance & Comptabilité,S6,2021-2022
3934,1767,2021-2022,Nouveau,2019-02-12,Génie Informatique,S5,2021-2022
3935,1767,2022-2023,Réinscrit,2021-10-11,Génie Informatique,S1,2022-2023
3936,1767,2021-2022,Réinscrit,2019-05-19,Génie Informatique,S2,2021-2022
3937,1767,2024-2025,Réinscrit,2022-01-23,Génie Informatique,S1,2024-2025
3938,1768,2021-2022,Nouveau,2021-05-27,Finance & Comptabilité,S5,2021-2022
3939,1768,2024-2025,Réinscrit,2024-01-07,Finance & Comptabilité,S4,2024-2025
3940,1769,2024-2025,Nouveau,2019-03-29,Marketing,S3,2024-2025
3941,1770,2021-2022,Nouveau,2024-01-12,Génie Informatique,S1,2021-2022
3942,1771,2020-2021,Nouveau,2024-01-02,Génie Electrique,S2,2020-2021
3943,1771,2020-2021,Réinscrit,2024-09-30,Génie Electrique,S5,2020-2021
3944,1771,2021-2022,Réinscrit,2024-02-17,Génie Electrique,S3,2021-2022
3945,1771,2024-2025,Réinscrit,2018-10-10,Génie Electrique,S5,2024-2025
3946,1772,2020-2021,Nouveau,2023-08-19,Finance & Comptabilité,S6,2020-2021
3947,1772,2021-2022,Réinscrit,2023-10-13,Finance & Comptabilité,S1,2021-2022
3948,1772,2022-2023,Réinscrit,2023-03-26,Finance & Comptabilité,S5,2022-2023
3949,1772,2022-2023,Réinscrit,2024-03-10,Finance & Comptabilité,S6,2022-2023
3950,1773,2022-2023,Nouveau,2024-05-09,Génie Civil,S4,2022-2023
3951,1773,2024-2025,Réinscrit,2021-11-06,Génie Civil,S6,2024-2025
3952,1774,2022-2023,Nouveau,2024-08-19,Génie Informatique,S2,2022-2023
3953,1774,2022-2023,Réinscrit,2021-10-02,Génie Informatique,S6,2022-2023
3954,1774,2024-2025,Réinscrit,2024-04-22,Génie Informatique,S3,2024-2025
3955,1775,2020-2021,Nouveau,2020-09-16,Droit des Affaires,S4,2020-2021
3956,1775,2020-2021,Réinscrit,2022-03-31,Droit des Affaires,S5,2020-2021
3957,1775,2023-2024,Réinscrit,2024-03-23,Droit des Affaires,S2,2023-2024
3958,1775,2021-2022,Réinscrit,2019-05-27,Droit des Affaires,S4,2021-2022
3959,1776,2020-2021,Nouveau,2023-08-21,Génie Electrique,S3,2020-2021
3960,1776,2024-2025,Réinscrit,2020-09-18,Génie Electrique,S2,2024-2025
3961,1776,2020-2021,Réinscrit,2021-04-07,Génie Electrique,S2,2020-2021
3962,1777,2024-2025,Nouveau,2022-02-02,Génie Electrique,S3,2024-2025
3963,1777,2024-2025,Réinscrit,2023-12-16,Génie Electrique,S1,2024-2025
3964,1777,2022-2023,Réinscrit,2021-01-09,Génie Electrique,S5,2022-2023
3965,1778,2022-2023,Nouveau,2020-06-02,Marketing,S2,2022-2023
3966,1778,2023-2024,Réinscrit,2020-08-04,Marketing,S2,2023-2024
3967,1779,2022-2023,Nouveau,2024-06-16,Finance & Comptabilité,S4,2022-2023
3968,1779,2024-2025,Réinscrit,2023-05-05,Finance & Comptabilité,S6,2024-2025
3969,1780,2021-2022,Nouveau,2021-08-12,Marketing,S4,2021-2022
3970,1780,2022-2023,Réinscrit,2022-10-28,Marketing,S2,2022-2023
3971,1780,2022-2023,Réinscrit,2022-05-29,Marketing,S6,2022-2023
3972,1781,2022-2023,Nouveau,2023-09-17,Génie Civil,S3,2022-2023
3973,1781,2023-2024,Réinscrit,2023-01-29,Génie Civil,S4,2023-2024
3974,1781,2020-2021,Réinscrit,2023-03-14,Génie Civil,S1,2020-2021
3975,1782,2022-2023,Nouveau,2020-03-27,Droit des Affaires,S4,2022-2023
3976,1782,2022-2023,Réinscrit,2018-11-19,Droit des Affaires,S6,2022-2023
3977,1782,2021-2022,Réinscrit,2021-01-02,Droit des Affaires,S6,2021-2022
3978,1782,2022-2023,Réinscrit,2021-12-21,Droit des Affaires,S3,2022-2023
3979,1783,2022-2023,Nouveau,2023-06-18,Génie Civil,S4,2022-2023
3980,1784,2024-2025,Nouveau,2020-11-25,Marketing,S2,2024-2025
3981,1784,2024-2025,Réinscrit,2024-04-22,Marketing,S4,2024-2025
3982,1784,2022-2023,Réinscrit,2019-11-12,Marketing,S1,2022-2023
3983,1785,2021-2022,Nouveau,2022-04-26,Génie Informatique,S6,2021-2022
3984,1785,2023-2024,Réinscrit,2023-12-08,Génie Informatique,S1,2023-2024
3985,1786,2023-2024,Nouveau,2021-06-20,Génie Informatique,S3,2023-2024
3986,1786,2024-2025,Réinscrit,2022-11-15,Génie Informatique,S1,2024-2025
3987,1786,2020-2021,Réinscrit,2019-04-18,Génie Informatique,S6,2020-2021
3988,1786,2022-2023,Réinscrit,2021-10-05,Génie Informatique,S5,2022-2023
3989,1787,2023-2024,Nouveau,2021-11-08,Marketing,S1,2023-2024
3990,1787,2023-2024,Réinscrit,2020-03-04,Marketing,S6,2023-2024
3991,1787,2020-2021,Réinscrit,2022-04-22,Marketing,S6,2020-2021
3992,1788,2021-2022,Nouveau,2020-05-09,Droit des Affaires,S5,2021-2022
3993,1788,2022-2023,Réinscrit,2020-11-28,Droit des Affaires,S5,2022-2023
3994,1788,2020-2021,Réinscrit,2023-08-01,Droit des Affaires,S2,2020-2021
3995,1788,2022-2023,Réinscrit,2021-08-03,Droit des Affaires,S5,2022-2023
3996,1789,2020-2021,Nouveau,2020-03-29,Droit des Affaires,S1,2020-2021
3997,1789,2022-2023,Réinscrit,2022-09-19,Droit des Affaires,S4,2022-2023
3998,1789,2021-2022,Réinscrit,2020-09-24,Droit des Affaires,S3,2021-2022
3999,1790,2021-2022,Nouveau,2023-11-01,Marketing,S3,2021-2022
4000,1790,2022-2023,Réinscrit,2020-11-24,Marketing,S6,2022-2023
4001,1790,2022-2023,Réinscrit,2021-07-12,Marketing,S5,2022-2023
4002,1790,2020-2021,Réinscrit,2020-03-28,Marketing,S1,2020-2021
4003,1791,2023-2024,Nouveau,2023-02-10,Génie Informatique,S4,2023-2024
4004,1791,2020-2021,Réinscrit,2024-08-04,Génie Informatique,S1,2020-2021
4005,1791,2024-2025,Réinscrit,2022-11-08,Génie Informatique,S1,2024-2025
4006,1791,2024-2025,Réinscrit,2023-07-27,Génie Informatique,S1,2024-2025
4007,1792,2024-2025,Nouveau,2024-03-08,Finance & Comptabilité,S3,2024-2025
4008,1792,2024-2025,Réinscrit,2022-05-30,Finance & Comptabilité,S6,2024-2025
4009,1792,2020-2021,Réinscrit,2019-07-07,Finance & Comptabilité,S5,2020-2021
4010,1793,2024-2025,Nouveau,2019-12-05,Droit des Affaires,S5,2024-2025
4011,1794,2024-2025,Nouveau,2019-08-26,Droit des Affaires,S5,2024-2025
4012,1794,2023-2024,Réinscrit,2020-10-21,Droit des Affaires,S1,2023-2024
4013,1795,2022-2023,Nouveau,2023-11-21,Marketing,S4,2022-2023
4014,1795,2021-2022,Réinscrit,2022-05-16,Marketing,S1,2021-2022
4015,1795,2021-2022,Réinscrit,2022-06-23,Marketing,S4,2021-2022
4016,1795,2024-2025,Réinscrit,2023-07-08,Marketing,S1,2024-2025
4017,1796,2024-2025,Nouveau,2021-12-17,Droit des Affaires,S1,2024-2025
4018,1796,2024-2025,Réinscrit,2023-01-15,Droit des Affaires,S1,2024-2025
4019,1796,2020-2021,Réinscrit,2021-03-11,Droit des Affaires,S3,2020-2021
4020,1796,2023-2024,Réinscrit,2020-05-09,Droit des Affaires,S3,2023-2024
4021,1797,2024-2025,Nouveau,2022-04-30,Génie Electrique,S5,2024-2025
4022,1797,2023-2024,Réinscrit,2020-11-29,Génie Electrique,S5,2023-2024
4023,1798,2024-2025,Nouveau,2020-05-18,Finance & Comptabilité,S2,2024-2025
4024,1798,2021-2022,Réinscrit,2020-12-23,Finance & Comptabilité,S3,2021-2022
4025,1798,2021-2022,Réinscrit,2019-10-19,Finance & Comptabilité,S1,2021-2022
4026,1799,2021-2022,Nouveau,2024-09-21,Marketing,S3,2021-2022
4027,1800,2022-2023,Nouveau,2022-03-15,Génie Electrique,S2,2022-2023
4028,1801,2021-2022,Nouveau,2022-01-23,Génie Electrique,S2,2021-2022
4029,1801,2023-2024,Réinscrit,2021-09-15,Génie Electrique,S2,2023-2024
4030,1802,2022-2023,Nouveau,2018-12-21,Marketing,S2,2022-2023
4031,1802,2023-2024,Réinscrit,2020-01-18,Marketing,S4,2023-2024
4032,1803,2023-2024,Nouveau,2021-01-02,Marketing,S4,2023-2024
4033,1804,2023-2024,Nouveau,2023-08-02,Marketing,S4,2023-2024
4034,1805,2021-2022,Nouveau,2022-12-07,Génie Electrique,S5,2021-2022
4035,1805,2020-2021,Réinscrit,2019-09-16,Génie Electrique,S2,2020-2021
4036,1806,2021-2022,Nouveau,2021-01-06,Génie Civil,S1,2021-2022
4037,1807,2024-2025,Nouveau,2022-09-07,Marketing,S6,2024-2025
4038,1807,2022-2023,Réinscrit,2023-04-28,Marketing,S2,2022-2023
4039,1807,2021-2022,Réinscrit,2019-09-07,Marketing,S5,2021-2022
4040,1807,2022-2023,Réinscrit,2024-01-10,Marketing,S3,2022-2023
4041,1808,2023-2024,Nouveau,2018-11-06,Marketing,S1,2023-2024
4042,1809,2023-2024,Nouveau,2023-02-26,Finance & Comptabilité,S1,2023-2024
4043,1809,2022-2023,Réinscrit,2022-09-16,Finance & Comptabilité,S3,2022-2023
4044,1809,2020-2021,Réinscrit,2023-07-15,Finance & Comptabilité,S6,2020-2021
4045,1809,2022-2023,Réinscrit,2021-03-28,Finance & Comptabilité,S6,2022-2023
4046,1810,2023-2024,Nouveau,2023-12-14,Marketing,S1,2023-2024
4047,1811,2022-2023,Nouveau,2019-03-05,Droit des Affaires,S2,2022-2023
4048,1811,2021-2022,Réinscrit,2020-08-27,Droit des Affaires,S5,2021-2022
4049,1811,2020-2021,Réinscrit,2020-02-07,Droit des Affaires,S5,2020-2021
4050,1812,2021-2022,Nouveau,2023-12-08,Droit des Affaires,S1,2021-2022
4051,1812,2020-2021,Réinscrit,2021-01-07,Droit des Affaires,S6,2020-2021
4052,1813,2022-2023,Nouveau,2023-04-27,Finance & Comptabilité,S2,2022-2023
4053,1813,2023-2024,Réinscrit,2020-08-07,Finance & Comptabilité,S2,2023-2024
4054,1813,2024-2025,Réinscrit,2020-05-13,Finance & Comptabilité,S6,2024-2025
4055,1814,2022-2023,Nouveau,2019-11-23,Finance & Comptabilité,S2,2022-2023
4056,1814,2020-2021,Réinscrit,2024-03-30,Finance & Comptabilité,S2,2020-2021
4057,1815,2023-2024,Nouveau,2022-11-07,Génie Civil,S3,2023-2024
4058,1815,2024-2025,Réinscrit,2022-04-08,Génie Civil,S1,2024-2025
4059,1815,2020-2021,Réinscrit,2022-05-21,Génie Civil,S1,2020-2021
4060,1816,2020-2021,Nouveau,2020-04-14,Marketing,S4,2020-2021
4061,1816,2020-2021,Réinscrit,2024-09-18,Marketing,S4,2020-2021
4062,1816,2024-2025,Réinscrit,2024-07-22,Marketing,S2,2024-2025
4063,1816,2021-2022,Réinscrit,2019-10-16,Marketing,S1,2021-2022
4064,1817,2021-2022,Nouveau,2019-09-13,Génie Civil,S4,2021-2022
4065,1817,2020-2021,Réinscrit,2019-12-05,Génie Civil,S4,2020-2021
4066,1817,2023-2024,Réinscrit,2023-04-28,Génie Civil,S5,2023-2024
4067,1818,2021-2022,Nouveau,2018-09-03,Droit des Affaires,S3,2021-2022
4068,1818,2023-2024,Réinscrit,2023-12-07,Droit des Affaires,S3,2023-2024
4069,1818,2021-2022,Réinscrit,2022-04-15,Droit des Affaires,S6,2021-2022
4070,1818,2024-2025,Réinscrit,2022-10-07,Droit des Affaires,S5,2024-2025
4071,1819,2023-2024,Nouveau,2024-03-11,Génie Electrique,S6,2023-2024
4072,1820,2021-2022,Nouveau,2021-02-15,Génie Civil,S5,2021-2022
4073,1820,2021-2022,Réinscrit,2020-04-07,Génie Civil,S2,2021-2022
4074,1821,2020-2021,Nouveau,2023-03-13,Génie Informatique,S3,2020-2021
4075,1822,2021-2022,Nouveau,2021-03-15,Génie Informatique,S3,2021-2022
4076,1823,2022-2023,Nouveau,2022-05-09,Génie Informatique,S6,2022-2023
4077,1823,2023-2024,Réinscrit,2024-06-30,Génie Informatique,S5,2023-2024
4078,1824,2021-2022,Nouveau,2022-05-06,Finance & Comptabilité,S4,2021-2022
4079,1824,2022-2023,Réinscrit,2020-04-17,Finance & Comptabilité,S5,2022-2023
4080,1824,2020-2021,Réinscrit,2022-12-26,Finance & Comptabilité,S6,2020-2021
4081,1825,2021-2022,Nouveau,2020-09-16,Droit des Affaires,S1,2021-2022
4082,1826,2020-2021,Nouveau,2021-05-02,Génie Informatique,S2,2020-2021
4083,1826,2023-2024,Réinscrit,2022-04-14,Génie Informatique,S1,2023-2024
4084,1827,2023-2024,Nouveau,2022-07-10,Droit des Affaires,S2,2023-2024
4085,1827,2024-2025,Réinscrit,2023-03-20,Droit des Affaires,S4,2024-2025
4086,1827,2021-2022,Réinscrit,2023-10-01,Droit des Affaires,S5,2021-2022
4087,1827,2022-2023,Réinscrit,2023-08-07,Droit des Affaires,S1,2022-2023
4088,1828,2024-2025,Nouveau,2022-06-13,Génie Civil,S3,2024-2025
4089,1828,2021-2022,Réinscrit,2021-07-12,Génie Civil,S3,2021-2022
4090,1828,2023-2024,Réinscrit,2023-10-14,Génie Civil,S6,2023-2024
4091,1829,2022-2023,Nouveau,2024-06-27,Marketing,S3,2022-2023
4092,1830,2022-2023,Nouveau,2023-06-14,Finance & Comptabilité,S6,2022-2023
4093,1831,2024-2025,Nouveau,2020-01-31,Finance & Comptabilité,S1,2024-2025
4094,1832,2023-2024,Nouveau,2019-11-30,Génie Informatique,S1,2023-2024
4095,1832,2024-2025,Réinscrit,2021-12-25,Génie Informatique,S2,2024-2025
4096,1833,2022-2023,Nouveau,2023-09-28,Génie Electrique,S4,2022-2023
4097,1833,2024-2025,Réinscrit,2019-08-06,Génie Electrique,S5,2024-2025
4098,1833,2021-2022,Réinscrit,2023-02-15,Génie Electrique,S5,2021-2022
4099,1834,2021-2022,Nouveau,2021-02-25,Génie Electrique,S1,2021-2022
4100,1834,2021-2022,Réinscrit,2022-08-20,Génie Electrique,S5,2021-2022
4101,1835,2024-2025,Nouveau,2024-08-13,Marketing,S5,2024-2025
4102,1835,2020-2021,Réinscrit,2024-08-23,Marketing,S3,2020-2021
4103,1836,2024-2025,Nouveau,2020-07-15,Droit des Affaires,S3,2024-2025
4104,1836,2021-2022,Réinscrit,2019-10-16,Droit des Affaires,S6,2021-2022
4105,1837,2024-2025,Nouveau,2021-03-15,Génie Civil,S6,2024-2025
4106,1837,2021-2022,Réinscrit,2024-09-24,Génie Civil,S5,2021-2022
4107,1838,2021-2022,Nouveau,2021-10-15,Génie Informatique,S1,2021-2022
4108,1838,2023-2024,Réinscrit,2021-12-28,Génie Informatique,S4,2023-2024
4109,1838,2024-2025,Réinscrit,2023-05-23,Génie Informatique,S4,2024-2025
4110,1838,2023-2024,Réinscrit,2022-04-11,Génie Informatique,S2,2023-2024
4111,1839,2020-2021,Nouveau,2019-07-04,Droit des Affaires,S3,2020-2021
4112,1839,2024-2025,Réinscrit,2022-02-28,Droit des Affaires,S2,2024-2025
4113,1839,2024-2025,Réinscrit,2019-06-01,Droit des Affaires,S1,2024-2025
4114,1840,2021-2022,Nouveau,2020-04-11,Génie Civil,S4,2021-2022
4115,1840,2021-2022,Réinscrit,2021-05-21,Génie Civil,S4,2021-2022
4116,1840,2021-2022,Réinscrit,2023-05-14,Génie Civil,S4,2021-2022
4117,1840,2024-2025,Réinscrit,2020-11-01,Génie Civil,S2,2024-2025
4118,1841,2020-2021,Nouveau,2021-03-15,Droit des Affaires,S3,2020-2021
4119,1841,2021-2022,Réinscrit,2023-03-03,Droit des Affaires,S1,2021-2022
4120,1841,2024-2025,Réinscrit,2020-05-14,Droit des Affaires,S2,2024-2025
4121,1842,2021-2022,Nouveau,2021-10-03,Génie Electrique,S3,2021-2022
4122,1842,2020-2021,Réinscrit,2019-12-25,Génie Electrique,S5,2020-2021
4123,1842,2022-2023,Réinscrit,2024-07-18,Génie Electrique,S1,2022-2023
4124,1842,2024-2025,Réinscrit,2023-12-13,Génie Electrique,S2,2024-2025
4125,1843,2022-2023,Nouveau,2020-01-25,Génie Electrique,S5,2022-2023
4126,1843,2024-2025,Réinscrit,2023-10-06,Génie Electrique,S2,2024-2025
4127,1843,2020-2021,Réinscrit,2022-06-30,Génie Electrique,S3,2020-2021
4128,1843,2020-2021,Réinscrit,2022-12-11,Génie Electrique,S3,2020-2021
4129,1844,2023-2024,Nouveau,2023-06-11,Génie Informatique,S5,2023-2024
4130,1845,2023-2024,Nouveau,2021-12-06,Génie Electrique,S2,2023-2024
4131,1845,2024-2025,Réinscrit,2019-10-28,Génie Electrique,S1,2024-2025
4132,1846,2021-2022,Nouveau,2024-03-18,Génie Electrique,S6,2021-2022
4133,1846,2023-2024,Réinscrit,2023-05-25,Génie Electrique,S1,2023-2024
4134,1846,2020-2021,Réinscrit,2021-10-22,Génie Electrique,S6,2020-2021
4135,1847,2022-2023,Nouveau,2024-05-12,Marketing,S3,2022-2023
4136,1847,2023-2024,Réinscrit,2021-06-26,Marketing,S3,2023-2024
4137,1847,2020-2021,Réinscrit,2018-10-23,Marketing,S1,2020-2021
4138,1848,2021-2022,Nouveau,2024-03-20,Marketing,S2,2021-2022
4139,1848,2024-2025,Réinscrit,2023-07-13,Marketing,S6,2024-2025
4140,1848,2022-2023,Réinscrit,2019-10-31,Marketing,S6,2022-2023
4141,1848,2023-2024,Réinscrit,2022-11-18,Marketing,S5,2023-2024
4142,1849,2020-2021,Nouveau,2019-11-16,Génie Electrique,S5,2020-2021
4143,1849,2020-2021,Réinscrit,2019-09-24,Génie Electrique,S1,2020-2021
4144,1849,2021-2022,Réinscrit,2022-09-17,Génie Electrique,S5,2021-2022
4145,1849,2024-2025,Réinscrit,2023-05-25,Génie Electrique,S4,2024-2025
4146,1850,2022-2023,Nouveau,2023-08-09,Génie Informatique,S4,2022-2023
4147,1851,2023-2024,Nouveau,2023-07-05,Génie Informatique,S6,2023-2024
4148,1852,2021-2022,Nouveau,2020-09-10,Droit des Affaires,S1,2021-2022
4149,1853,2020-2021,Nouveau,2021-12-11,Génie Electrique,S4,2020-2021
4150,1853,2020-2021,Réinscrit,2023-10-15,Génie Electrique,S3,2020-2021
4151,1853,2022-2023,Réinscrit,2022-07-11,Génie Electrique,S3,2022-2023
4152,1854,2022-2023,Nouveau,2023-09-01,Génie Electrique,S1,2022-2023
4153,1854,2022-2023,Réinscrit,2023-10-21,Génie Electrique,S6,2022-2023
4154,1855,2021-2022,Nouveau,2021-01-05,Finance & Comptabilité,S5,2021-2022
4155,1855,2024-2025,Réinscrit,2022-04-11,Finance & Comptabilité,S6,2024-2025
4156,1855,2023-2024,Réinscrit,2022-07-29,Finance & Comptabilité,S2,2023-2024
4157,1856,2020-2021,Nouveau,2022-05-30,Droit des Affaires,S3,2020-2021
4158,1856,2024-2025,Réinscrit,2024-09-13,Droit des Affaires,S6,2024-2025
4159,1856,2021-2022,Réinscrit,2022-03-20,Droit des Affaires,S3,2021-2022
4160,1856,2020-2021,Réinscrit,2019-09-06,Droit des Affaires,S6,2020-2021
4161,1857,2022-2023,Nouveau,2024-03-29,Marketing,S6,2022-2023
4162,1857,2021-2022,Réinscrit,2022-12-16,Marketing,S2,2021-2022
4163,1857,2022-2023,Réinscrit,2024-02-10,Marketing,S3,2022-2023
4164,1857,2022-2023,Réinscrit,2023-07-30,Marketing,S3,2022-2023
4165,1858,2021-2022,Nouveau,2022-04-15,Marketing,S1,2021-2022
4166,1858,2020-2021,Réinscrit,2020-10-17,Marketing,S5,2020-2021
4167,1859,2024-2025,Nouveau,2021-12-27,Génie Informatique,S5,2024-2025
4168,1859,2024-2025,Réinscrit,2020-08-29,Génie Informatique,S4,2024-2025
4169,1859,2024-2025,Réinscrit,2019-07-09,Génie Informatique,S2,2024-2025
4170,1860,2020-2021,Nouveau,2023-03-16,Génie Civil,S3,2020-2021
4171,1861,2022-2023,Nouveau,2024-08-22,Génie Civil,S3,2022-2023
4172,1861,2023-2024,Réinscrit,2020-02-27,Génie Civil,S4,2023-2024
4173,1862,2022-2023,Nouveau,2019-08-03,Génie Electrique,S3,2022-2023
4174,1863,2023-2024,Nouveau,2019-02-15,Génie Electrique,S2,2023-2024
4175,1863,2024-2025,Réinscrit,2020-05-27,Génie Electrique,S6,2024-2025
4176,1864,2020-2021,Nouveau,2024-03-18,Droit des Affaires,S2,2020-2021
4177,1864,2021-2022,Réinscrit,2021-06-01,Droit des Affaires,S2,2021-2022
4178,1864,2023-2024,Réinscrit,2021-02-01,Droit des Affaires,S2,2023-2024
4179,1865,2022-2023,Nouveau,2021-05-26,Finance & Comptabilité,S1,2022-2023
4180,1866,2023-2024,Nouveau,2023-04-25,Finance & Comptabilité,S5,2023-2024
4181,1866,2024-2025,Réinscrit,2020-10-27,Finance & Comptabilité,S4,2024-2025
4182,1866,2021-2022,Réinscrit,2024-06-25,Finance & Comptabilité,S5,2021-2022
4183,1866,2023-2024,Réinscrit,2023-01-03,Finance & Comptabilité,S6,2023-2024
4184,1867,2022-2023,Nouveau,2021-08-15,Génie Informatique,S4,2022-2023
4185,1867,2022-2023,Réinscrit,2022-10-03,Génie Informatique,S2,2022-2023
4186,1867,2022-2023,Réinscrit,2024-09-22,Génie Informatique,S3,2022-2023
4187,1868,2021-2022,Nouveau,2022-04-10,Droit des Affaires,S6,2021-2022
4188,1869,2024-2025,Nouveau,2020-02-10,Génie Civil,S1,2024-2025
4189,1869,2024-2025,Réinscrit,2024-01-01,Génie Civil,S5,2024-2025
4190,1870,2020-2021,Nouveau,2021-03-22,Finance & Comptabilité,S6,2020-2021
4191,1870,2022-2023,Réinscrit,2021-03-06,Finance & Comptabilité,S4,2022-2023
4192,1870,2022-2023,Réinscrit,2019-04-06,Finance & Comptabilité,S4,2022-2023
4193,1871,2023-2024,Nouveau,2023-07-23,Génie Civil,S1,2023-2024
4194,1871,2021-2022,Réinscrit,2018-11-30,Génie Civil,S5,2021-2022
4195,1871,2023-2024,Réinscrit,2019-04-24,Génie Civil,S3,2023-2024
4196,1871,2023-2024,Réinscrit,2020-04-28,Génie Civil,S1,2023-2024
4197,1872,2020-2021,Nouveau,2021-10-05,Droit des Affaires,S5,2020-2021
4198,1872,2022-2023,Réinscrit,2018-12-22,Droit des Affaires,S6,2022-2023
4199,1872,2024-2025,Réinscrit,2024-03-03,Droit des Affaires,S4,2024-2025
4200,1873,2023-2024,Nouveau,2021-01-29,Finance & Comptabilité,S6,2023-2024
4201,1873,2023-2024,Réinscrit,2022-02-21,Finance & Comptabilité,S5,2023-2024
4202,1874,2022-2023,Nouveau,2021-04-10,Marketing,S5,2022-2023
4203,1874,2024-2025,Réinscrit,2023-03-26,Marketing,S2,2024-2025
4204,1874,2024-2025,Réinscrit,2022-03-12,Marketing,S1,2024-2025
4205,1875,2022-2023,Nouveau,2020-01-04,Génie Electrique,S1,2022-2023
4206,1876,2024-2025,Nouveau,2023-04-22,Finance & Comptabilité,S6,2024-2025
4207,1877,2021-2022,Nouveau,2021-06-16,Finance & Comptabilité,S5,2021-2022
4208,1877,2021-2022,Réinscrit,2020-09-12,Finance & Comptabilité,S1,2021-2022
